id,country,locality,state,subregion,submitted,collected
epi_isl_425158,USA,,Wisconsin,North America,20200414,20200331
epi_isl_425157,USA,,Wisconsin,North America,20200414,20200403
epi_isl_425156,USA,,Wisconsin,North America,20200414,20200402
epi_isl_425155,USA,,Wisconsin,North America,20200414,20200331
epi_isl_425154,USA,,Wisconsin,North America,20200414,20200330
epi_isl_425153,USA,,Wisconsin,North America,20200414,20200401
epi_isl_425152,USA,,Wisconsin,North America,20200414,20200330
epi_isl_425151,USA,,Wisconsin,North America,20200414,20200330
epi_isl_425150,USA,,Wisconsin,North America,20200414,20200404
epi_isl_425149,USA,,Wisconsin,North America,20200414,20200330
epi_isl_425148,USA,,Wisconsin,North America,20200414,20200401
epi_isl_425147,USA,,Wisconsin,North America,20200414,20200403
epi_isl_425146,USA,,Wisconsin,North America,20200414,20200331
epi_isl_425145,USA,,Wisconsin,North America,20200414,20200405
epi_isl_425144,USA,,Wisconsin,North America,20200414,20200402
epi_isl_425143,USA,,Wisconsin,North America,20200414,20200402
epi_isl_425142,USA,,Wisconsin,North America,20200414,20200402
epi_isl_425141,Germany,,Duesseldorf,Europe,20200414,20200320
epi_isl_425140,Germany,,Duesseldorf,Europe,20200414,20200320
epi_isl_425139,Germany,,Duesseldorf,Europe,20200414,20200319
epi_isl_425138,Germany,,Duesseldorf,Europe,20200414,20200319
epi_isl_425137,Germany,,Duesseldorf,Europe,20200414,20200314
epi_isl_425136,Germany,,Duesseldorf,Europe,20200414,20200314
epi_isl_425135,Germany,,Duesseldorf,Europe,20200414,20200313
epi_isl_425134,Germany,,Duesseldorf,Europe,20200414,20200311
epi_isl_425133,Germany,,Duesseldorf,Europe,20200414,20200310
epi_isl_425132,Germany,,Duesseldorf,Europe,20200414,20200323
epi_isl_425131,Germany,,Duesseldorf,Europe,20200414,20200320
epi_isl_425130,Germany,,Duesseldorf,Europe,20200414,20200321
epi_isl_425129,Germany,,Duesseldorf,Europe,20200414,20200320
epi_isl_425128,Germany,,Duesseldorf,Europe,20200414,20200320
epi_isl_425127,Germany,,Duesseldorf,Europe,20200414,20200319
epi_isl_425126,Germany,,Duesseldorf,Europe,20200414,20200318
epi_isl_425125,Germany,,Duesseldorf,Europe,20200414,20200318
epi_isl_425124,Germany,,Duesseldorf,Europe,20200414,20200317
epi_isl_425123,Germany,,Duesseldorf,Europe,20200414,20200317
epi_isl_425122,Germany,,Duesseldorf,Europe,20200414,20200316
epi_isl_425121,Germany,,Duesseldorf,Europe,20200414,20200316
epi_isl_425120,Germany,,Duesseldorf,Europe,20200414,20200316
epi_isl_425118,South Korea,,,Asia,20200414,20200130
epi_isl_425117,South Korea,,,Asia,20200414,20200223
epi_isl_425064,Belgium,,Ghent,Europe,20200414,20200325
epi_isl_425063,Belgium,,Ghent,Europe,20200414,20200324
epi_isl_425062,Belgium,,Ghent,Europe,20200414,20200324
epi_isl_425061,Belgium,,Ghent,Europe,20200414,20200325
epi_isl_425060,Belgium,,Ghent,Europe,20200414,20200325
epi_isl_425059,Belgium,,Ghent,Europe,20200414,20200324
epi_isl_425058,Belgium,,Ghent,Europe,20200414,20200323
epi_isl_425057,Belgium,,Ghent,Europe,20200414,20200326
epi_isl_425056,Belgium,,Ghent,Europe,20200414,20200325
epi_isl_425055,Belgium,,Ghent,Europe,20200414,20200320
epi_isl_425054,Belgium,,Ghent,Europe,20200414,20200325
epi_isl_425053,Belgium,,Ghent,Europe,20200414,20200325
epi_isl_425052,Belgium,,Ghent,Europe,20200414,20200325
epi_isl_425051,Belgium,,Ghent,Europe,20200414,20200324
epi_isl_425050,Belgium,,Ghent,Europe,20200414,20200324
epi_isl_425048,Belgium,,Ghent,Europe,20200414,20200324
epi_isl_424703,Sweden,,Vasterbotten,Europe,20200413,20200315
epi_isl_425024,United Kingdom,,England,Europe,20200414,20200324
epi_isl_425023,United Kingdom,,England,Europe,20200414,20200324
epi_isl_424993,France,,Toulouse,Europe,20200414,20200301
epi_isl_419259,Belgium,,Ghent,Europe,20200401,20200324
epi_isl_419264,Belgium,,Ghent,Europe,20200401,20200320
epi_isl_419265,Belgium,,Ghent,Europe,20200401,20200324
epi_isl_419266,Belgium,,Ghent,Europe,20200401,20200324
epi_isl_424992,USA,,Michigan,North America,20200408,20200309
epi_isl_424990,USA,,Michigan,North America,20200408,20200311
epi_isl_424989,USA,,Michigan,North America,20200408,20200312
epi_isl_424988,USA,,Michigan,North America,20200408,20200312
epi_isl_424987,USA,,North Carolina,North America,20200408,20200401
epi_isl_424986,USA,,Michigan,North America,20200408,20200309
epi_isl_424985,USA,,Michigan,North America,20200408,20200310
epi_isl_424984,USA,,Michigan,North America,20200408,20200311
epi_isl_424982,USA,,Michigan,North America,20200408,20200310
epi_isl_424981,USA,,Michigan,North America,20200408,20200312
epi_isl_424983,USA,,North Carolina,North America,20200408,20200401
epi_isl_424973,Taiwan,,Taoyuan,Asia,20200414,20200317
epi_isl_424972,Taiwan,,Taoyuan,Asia,20200414,20200316
epi_isl_424970,Taiwan,,Taoyuan,Asia,20200414,20200317
epi_isl_424969,Taiwan,,Taoyuan,Asia,20200414,20200317
epi_isl_424974,Taiwan,,Taoyuan,Asia,20200414,20200318
epi_isl_424975,Taiwan,,Taoyuan,Asia,20200414,20200318
epi_isl_424978,Taiwan,,Taoyuan,Asia,20200414,20200318
epi_isl_424971,Taiwan,,Taoyuan,Asia,20200414,20200317
epi_isl_424968,USA,Bronx,New York,North America,20200414,20200401
epi_isl_424967,USA,Bronx,New York,North America,20200414,20200401
epi_isl_424966,USA,Queens,New York,North America,20200414,20200401
epi_isl_424965,USA,Brooklyn,New York,North America,20200414,20200401
epi_isl_424964,USA,Queens,New York,North America,20200414,20200401
epi_isl_424963,USA,Bronx,New York,North America,20200414,20200401
epi_isl_424962,USA,Brooklyn,New York,North America,20200414,20200401
epi_isl_424961,USA,Queens,New York,North America,20200414,20200401
epi_isl_424960,USA,Manhattan,New York,North America,20200414,20200401
epi_isl_424959,USA,Brooklyn,New York,North America,20200414,20200401
epi_isl_424958,USA,Manhattan,New York,North America,20200414,20200401
epi_isl_424957,USA,Bronx,New York,North America,20200414,20200401
epi_isl_424956,USA,Brooklyn,New York,North America,20200414,20200401
epi_isl_424955,USA,Suffolk,New York,North America,20200414,20200401
epi_isl_424954,USA,Brooklyn,New York,North America,20200414,20200401
epi_isl_424953,USA,Brooklyn,New York,North America,20200414,20200401
epi_isl_424952,USA,Brooklyn,New York,North America,20200414,20200401
epi_isl_424951,USA,Brooklyn,New York,North America,20200414,20200401
epi_isl_424950,USA,Brooklyn,New York,North America,20200414,20200401
epi_isl_424949,USA,Manhattan,New York,North America,20200414,20200401
epi_isl_424948,USA,Brooklyn,New York,North America,20200414,20200401
epi_isl_424947,USA,Brooklyn,New York,North America,20200414,20200401
epi_isl_424946,USA,Brooklyn,New York,North America,20200414,20200401
epi_isl_424945,USA,Manhattan,New York,North America,20200414,20200401
epi_isl_424944,USA,Brooklyn,New York,North America,20200414,20200401
epi_isl_424943,USA,Queens,New York,North America,20200414,20200401
epi_isl_424942,USA,Brooklyn,New York,North America,20200414,20200401
epi_isl_424941,USA,Rockland,New York,North America,20200414,20200401
epi_isl_424940,USA,Queens,New York,North America,20200414,20200401
epi_isl_424939,USA,Nassau,New York,North America,20200414,20200401
epi_isl_424938,USA,Nassau,New York,North America,20200414,20200401
epi_isl_424937,USA,Nassau,New York,North America,20200414,20200401
epi_isl_424936,USA,Suffolk,New York,North America,20200414,20200401
epi_isl_424935,USA,Nassau,New York,North America,20200414,20200401
epi_isl_424934,USA,Nassau,New York,North America,20200414,20200401
epi_isl_424933,USA,Brooklyn,New York,North America,20200414,20200401
epi_isl_424932,USA,Nassau,New York,North America,20200414,20200401
epi_isl_424931,USA,Suffolk,New York,North America,20200414,20200401
epi_isl_424930,USA,Nassau,New York,North America,20200414,20200401
epi_isl_424929,USA,Manhattan,New York,North America,20200414,20200331
epi_isl_419210,Israel,,Ramat Gan,Asia,20200401,20200301
epi_isl_419211,Israel,,Ramat Gan,Asia,20200401,20200223
epi_isl_424365,India,,,Asia,20200413,20200317
epi_isl_424920,USA,,Massachusetts,North America,20200413,20200306
epi_isl_424919,USA,,Massachusetts,North America,20200413,20200307
epi_isl_424918,USA,,Massachusetts,North America,20200413,20200306
epi_isl_424917,USA,,Massachusetts,North America,20200413,20200306
epi_isl_424916,USA,,Massachusetts,North America,20200413,20200306
epi_isl_424915,USA,,Massachusetts,North America,20200413,20200306
epi_isl_424914,USA,,Massachusetts,North America,20200413,20200306
epi_isl_424913,USA,,Massachusetts,North America,20200413,20200305
epi_isl_424912,USA,,Massachusetts,North America,20200413,20200304
epi_isl_424911,USA,,Massachusetts,North America,20200413,20200304
epi_isl_424910,USA,,Massachusetts,North America,20200413,20200305
epi_isl_424909,USA,,Massachusetts,North America,20200413,20200305
epi_isl_424908,USA,,Massachusetts,North America,20200413,20200305
epi_isl_424907,USA,,Virginia,North America,20200413,20200306
epi_isl_424906,USA,,New York,North America,20200413,20200304
epi_isl_424905,USA,,South Carolina,North America,20200413,20200305
epi_isl_424904,USA,,South Carolina,North America,20200413,20200307
epi_isl_424903,USA,,South Carolina,North America,20200413,20200307
epi_isl_424902,USA,,South Carolina,North America,20200413,20200305
epi_isl_424901,USA,,New Jersey,North America,20200413,20200304
epi_isl_424900,USA,,Iowa,North America,20200413,20200307
epi_isl_424899,USA,,Iowa,North America,20200413,20200307
epi_isl_424898,USA,,Iowa,North America,20200413,20200308
epi_isl_424897,USA,,Iowa,North America,20200413,20200308
epi_isl_424896,USA,,Iowa,North America,20200413,20200308
epi_isl_424895,USA,,Iowa,North America,20200413,20200308
epi_isl_424894,USA,,Virginia,North America,20200413,20200308
epi_isl_424893,USA,,Virginia,North America,20200413,20200308
epi_isl_424892,USA,,Virginia,North America,20200413,20200308
epi_isl_424891,USA,,Virginia,North America,20200413,20200308
epi_isl_424890,USA,,Utah,North America,20200413,20200307
epi_isl_424889,USA,,Utah,North America,20200413,20200305
epi_isl_424888,USA,,South Carolina,North America,20200413,20200308
epi_isl_424887,USA,,Rhode Island,North America,20200413,20200305
epi_isl_424886,USA,,Pennsylvania,North America,20200413,20200306
epi_isl_424885,USA,,Pennsylvania,North America,20200413,20200309
epi_isl_424884,USA,,Pennsylvania,North America,20200413,20200308
epi_isl_424883,USA,,Pennsylvania,North America,20200413,20200307
epi_isl_424882,USA,,Pennsylvania,North America,20200413,20200305
epi_isl_424881,USA,,Pennsylvania,North America,20200413,20200305
epi_isl_424880,USA,,Ohio,North America,20200413,20200308
epi_isl_424879,USA,,Nevada,North America,20200413,20200309
epi_isl_424878,USA,,New Jersey,North America,20200413,20200304
epi_isl_424877,USA,,New Hampshire,North America,20200413,20200306
epi_isl_424876,USA,,New Hampshire,North America,20200413,20200306
epi_isl_424875,USA,,Nebraska,North America,20200413,20200307
epi_isl_424874,USA,,Nebraska,North America,20200413,20200305
epi_isl_424873,USA,,North Carolina,North America,20200413,20200307
epi_isl_424872,USA,,North Carolina,North America,20200413,20200308
epi_isl_424871,USA,,North Carolina,North America,20200413,20200306
epi_isl_424870,USA,,Missouri,North America,20200413,20200306
epi_isl_424869,USA,,Maryland,North America,20200413,20200304
epi_isl_424868,USA,,Louisiana,North America,20200413,20200309
epi_isl_424867,USA,,Kansas,North America,20200413,20200306
epi_isl_424866,USA,,Indiana,North America,20200413,20200309
epi_isl_424865,USA,,Iowa,North America,20200413,20200308
epi_isl_424864,USA,,Georgia,North America,20200413,20200310
epi_isl_424863,USA,,Georgia,North America,20200413,20200301
epi_isl_424862,USA,,Georgia,North America,20200413,20200301
epi_isl_424861,USA,,Georgia,North America,20200413,20200308
epi_isl_424860,USA,,Georgia,North America,20200413,20200301
epi_isl_424859,USA,,Georgia,North America,20200413,20200305
epi_isl_424858,USA,,Georgia,North America,20200413,20200304
epi_isl_424857,USA,,Florida,North America,20200413,20200306
epi_isl_424856,USA,,Florida,North America,20200413,20200306
epi_isl_424855,USA,,Florida,North America,20200413,20200302
epi_isl_424854,USA,,Florida,North America,20200413,20200305
epi_isl_424853,USA,,Florida,North America,20200413,20200305
epi_isl_424852,USA,,District of Columbia,North America,20200413,20200306
epi_isl_424851,USA,,Illinois,North America,20200413,20200307
epi_isl_424850,USA,,Illinois,North America,20200413,20200307
epi_isl_424849,USA,,Arizona,North America,20200413,20200309
epi_isl_424848,USA,,Arizona,North America,20200413,20200309
epi_isl_424847,USA,,Massachusetts,North America,20200413,20200307
epi_isl_424846,USA,,Massachusetts,North America,20200413,20200306
epi_isl_424845,USA,,Massachusetts,North America,20200413,20200306
epi_isl_424844,USA,,Massachusetts,North America,20200413,20200306
epi_isl_424843,USA,,Massachusetts,North America,20200413,20200305
epi_isl_424842,USA,,South Carolina,North America,20200413,20200307
epi_isl_424841,USA,,South Carolina,North America,20200413,20200306
epi_isl_424731,Mexico,,Chihuahua,North America,20200413,20200313
epi_isl_424673,Mexico,,CDMX,North America,20200413,20200312
epi_isl_424672,Mexico,,Puebla,North America,20200413,20200311
epi_isl_424668,USA,,Arizona,North America,20200413,20200316
epi_isl_424670,Mexico,,Queretaro,North America,20200413,20200310
epi_isl_424671,USA,,Arizona,North America,20200413,20200317
epi_isl_424669,USA,,Arizona,North America,20200413,20200316
epi_isl_424666,Mexico,,Chiapas,North America,20200413,20200229
epi_isl_424667,Mexico,,Estado de Mexico,North America,20200413,20200304
epi_isl_424665,Belgium,,Liège,Europe,20200413,20200405
epi_isl_424664,Belgium,,Liège,Europe,20200413,20200405
epi_isl_424663,Belgium,,Liège,Europe,20200413,20200405
epi_isl_424662,Belgium,,Liège,Europe,20200413,20200405
epi_isl_424661,Belgium,,Liège,Europe,20200413,20200405
epi_isl_424660,Belgium,,Liège,Europe,20200413,20200405
epi_isl_424659,Belgium,,Liège,Europe,20200413,20200405
epi_isl_424658,Belgium,,Liège,Europe,20200413,20200405
epi_isl_424657,Belgium,,Liège,Europe,20200413,20200405
epi_isl_424656,Belgium,,Liège,Europe,20200413,20200405
epi_isl_424655,Belgium,,Liège,Europe,20200413,20200405
epi_isl_424654,Belgium,,Liège,Europe,20200413,20200405
epi_isl_424653,Belgium,,Liège,Europe,20200413,20200405
epi_isl_424652,Belgium,,Liège,Europe,20200413,20200405
epi_isl_424651,Belgium,,Liège,Europe,20200413,20200405
epi_isl_424650,Belgium,,Liège,Europe,20200413,20200404
epi_isl_424649,Belgium,,Liège,Europe,20200413,20200404
epi_isl_424648,Belgium,,Liège,Europe,20200413,20200404
epi_isl_424647,Belgium,,Liège,Europe,20200413,20200404
epi_isl_424646,Belgium,,Liège,Europe,20200413,20200404
epi_isl_424645,Belgium,,Liège,Europe,20200413,20200404
epi_isl_424644,Belgium,,Liège,Europe,20200413,20200404
epi_isl_424643,Belgium,,Liège,Europe,20200413,20200404
epi_isl_424642,Belgium,,Liège,Europe,20200413,20200404
epi_isl_424641,Belgium,,Liège,Europe,20200413,20200403
epi_isl_424640,Belgium,,Liège,Europe,20200413,20200403
epi_isl_424639,Belgium,,Liège,Europe,20200413,20200403
epi_isl_424638,Belgium,,Liège,Europe,20200413,20200403
epi_isl_424637,Belgium,,Liège,Europe,20200413,20200403
epi_isl_424636,Belgium,,Liège,Europe,20200413,20200403
epi_isl_424635,Belgium,,Liège,Europe,20200413,20200403
epi_isl_424634,Belgium,,Liège,Europe,20200413,20200403
epi_isl_424633,Belgium,,Liège,Europe,20200413,20200403
epi_isl_424632,Belgium,,Liège,Europe,20200413,20200403
epi_isl_424631,Belgium,,Liège,Europe,20200413,20200403
epi_isl_424630,Belgium,,Liège,Europe,20200413,20200403
epi_isl_424629,Belgium,,Liège,Europe,20200413,20200403
epi_isl_424628,Belgium,,Liège,Europe,20200413,20200317
epi_isl_424627,Mexico,,Mexico City,North America,20200413,20200316
epi_isl_424626,Mexico,,Mexico City,North America,20200413,20200315
epi_isl_424625,Mexico,,Mexico City,North America,20200413,20200313
epi_isl_424624,Iceland,,Reykjavik,Europe,20200413,20200328
epi_isl_424623,Iceland,,Reykjavik,Europe,20200413,20200328
epi_isl_424622,Iceland,,Reykjavik,Europe,20200413,20200328
epi_isl_424621,Iceland,,Reykjavik,Europe,20200413,20200328
epi_isl_424620,Iceland,,Reykjavik,Europe,20200413,20200328
epi_isl_424619,Iceland,,Reykjavik,Europe,20200413,20200328
epi_isl_424618,Iceland,,Reykjavik,Europe,20200413,20200327
epi_isl_424617,Iceland,,Reykjavik,Europe,20200413,20200328
epi_isl_424616,Iceland,,Reykjavik,Europe,20200413,20200328
epi_isl_424615,Iceland,,Reykjavik,Europe,20200413,20200327
epi_isl_424614,Iceland,,Reykjavik,Europe,20200413,20200327
epi_isl_424613,Iceland,,Reykjavik,Europe,20200413,20200327
epi_isl_424612,Iceland,,Reykjavik,Europe,20200413,20200327
epi_isl_424611,Iceland,,Reykjavik,Europe,20200413,20200327
epi_isl_424610,Iceland,,Reykjavik,Europe,20200413,20200326
epi_isl_424609,Iceland,,Reykjavik,Europe,20200413,20200329
epi_isl_424608,Iceland,,Reykjavik,Europe,20200413,20200329
epi_isl_424607,Iceland,,Reykjavik,Europe,20200413,20200328
epi_isl_424606,Iceland,,Reykjavik,Europe,20200413,20200328
epi_isl_424605,Iceland,,Reykjavik,Europe,20200413,20200327
epi_isl_424604,Iceland,,Reykjavik,Europe,20200413,20200327
epi_isl_424603,Iceland,,Reykjavik,Europe,20200413,20200327
epi_isl_424602,Iceland,,Reykjavik,Europe,20200413,20200327
epi_isl_424601,Iceland,,Reykjavik,Europe,20200413,20200327
epi_isl_424600,Iceland,,Reykjavik,Europe,20200413,20200327
epi_isl_424599,Iceland,,Reykjavik,Europe,20200413,20200327
epi_isl_424598,Iceland,,Reykjavik,Europe,20200413,20200327
epi_isl_424597,Iceland,,Reykjavik,Europe,20200413,20200327
epi_isl_424596,Iceland,,Reykjavik,Europe,20200413,20200328
epi_isl_424595,Iceland,,Reykjavik,Europe,20200413,20200328
epi_isl_424594,Iceland,,Reykjavik,Europe,20200413,20200301
epi_isl_424593,Iceland,,Reykjavik,Europe,20200413,20200328
epi_isl_424592,Iceland,,Reykjavik,Europe,20200413,20200328
epi_isl_424591,Iceland,,Reykjavik,Europe,20200413,20200328
epi_isl_424590,Iceland,,Reykjavik,Europe,20200413,20200328
epi_isl_424589,Iceland,,Reykjavik,Europe,20200413,20200328
epi_isl_424588,Iceland,,Reykjavik,Europe,20200413,20200328
epi_isl_424587,Iceland,,Reykjavik,Europe,20200413,20200328
epi_isl_424586,Iceland,,Reykjavik,Europe,20200413,20200327
epi_isl_424585,Iceland,,Reykjavik,Europe,20200413,20200328
epi_isl_424584,Iceland,,Reykjavik,Europe,20200413,20200328
epi_isl_424583,Iceland,,Reykjavik,Europe,20200413,20200328
epi_isl_424582,Iceland,,Reykjavik,Europe,20200413,20200327
epi_isl_424581,Iceland,,Reykjavik,Europe,20200413,20200328
epi_isl_424580,Iceland,,Reykjavik,Europe,20200413,20200327
epi_isl_424579,Iceland,,Reykjavik,Europe,20200413,20200326
epi_isl_424578,Iceland,,Reykjavik,Europe,20200413,20200327
epi_isl_424577,Iceland,,Reykjavik,Europe,20200413,20200327
epi_isl_424576,Iceland,,Reykjavik,Europe,20200413,20200327
epi_isl_424575,Iceland,,Reykjavik,Europe,20200413,20200328
epi_isl_424574,Iceland,,Reykjavik,Europe,20200413,20200327
epi_isl_424573,Iceland,,Reykjavik,Europe,20200413,20200327
epi_isl_424572,Iceland,,Reykjavik,Europe,20200413,20200326
epi_isl_424571,Iceland,,Reykjavik,Europe,20200413,20200327
epi_isl_424570,Iceland,,Reykjavik,Europe,20200413,20200328
epi_isl_424569,Iceland,,Reykjavik,Europe,20200413,20200328
epi_isl_424568,Iceland,,Reykjavik,Europe,20200413,20200328
epi_isl_424567,Iceland,,Reykjavik,Europe,20200413,20200328
epi_isl_424566,Iceland,,Reykjavik,Europe,20200413,20200326
epi_isl_424565,Iceland,,Reykjavik,Europe,20200413,20200326
epi_isl_424564,Iceland,,Reykjavik,Europe,20200413,20200327
epi_isl_424563,Iceland,,Reykjavik,Europe,20200413,20200327
epi_isl_424562,Iceland,,Reykjavik,Europe,20200413,20200326
epi_isl_424561,Iceland,,Reykjavik,Europe,20200413,20200327
epi_isl_424560,Iceland,,Reykjavik,Europe,20200413,20200327
epi_isl_424559,Iceland,,Reykjavik,Europe,20200413,20200327
epi_isl_424558,Iceland,,Reykjavik,Europe,20200413,20200327
epi_isl_424557,Iceland,,Reykjavik,Europe,20200413,20200327
epi_isl_424556,Iceland,,Reykjavik,Europe,20200413,20200329
epi_isl_424555,Iceland,,Reykjavik,Europe,20200413,20200329
epi_isl_424554,Iceland,,Reykjavik,Europe,20200413,20200328
epi_isl_424553,Iceland,,Reykjavik,Europe,20200413,20200327
epi_isl_424552,Iceland,,Reykjavik,Europe,20200413,20200328
epi_isl_424551,Iceland,,Reykjavik,Europe,20200413,20200325
epi_isl_424550,Iceland,,Reykjavik,Europe,20200413,20200301
epi_isl_424549,Iceland,,Reykjavik,Europe,20200413,20200301
epi_isl_424548,Iceland,,Reykjavik,Europe,20200413,20200301
epi_isl_424547,Iceland,,Reykjavik,Europe,20200413,20200301
epi_isl_424546,Iceland,,Reykjavik,Europe,20200413,20200325
epi_isl_424545,Iceland,,Reykjavik,Europe,20200413,20200325
epi_isl_424544,Iceland,,Reykjavik,Europe,20200413,20200325
epi_isl_424543,Iceland,,Reykjavik,Europe,20200413,20200325
epi_isl_424542,Iceland,,Reykjavik,Europe,20200413,20200301
epi_isl_424541,Iceland,,Reykjavik,Europe,20200413,20200301
epi_isl_424540,Iceland,,Reykjavik,Europe,20200413,20200301
epi_isl_424539,Iceland,,Reykjavik,Europe,20200413,20200325
epi_isl_424538,Iceland,,Reykjavik,Europe,20200413,20200324
epi_isl_424537,Iceland,,Reykjavik,Europe,20200413,20200301
epi_isl_424536,Iceland,,Reykjavik,Europe,20200413,20200321
epi_isl_424535,Iceland,,Reykjavik,Europe,20200413,20200321
epi_isl_424534,Iceland,,Reykjavik,Europe,20200413,20200301
epi_isl_424533,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424532,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424531,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424530,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424529,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424528,Iceland,,Reykjavik,Europe,20200413,20200321
epi_isl_424527,Iceland,,Reykjavik,Europe,20200413,20200321
epi_isl_424526,Iceland,,Reykjavik,Europe,20200413,20200321
epi_isl_424525,Iceland,,Reykjavik,Europe,20200413,20200321
epi_isl_424524,Iceland,,Reykjavik,Europe,20200413,20200321
epi_isl_424523,Iceland,,Reykjavik,Europe,20200413,20200321
epi_isl_424522,Iceland,,Reykjavik,Europe,20200413,20200321
epi_isl_424521,Iceland,,Reykjavik,Europe,20200413,20200321
epi_isl_424520,Iceland,,Reykjavik,Europe,20200413,20200321
epi_isl_424519,Iceland,,Reykjavik,Europe,20200413,20200321
epi_isl_424518,Iceland,,Reykjavik,Europe,20200413,20200321
epi_isl_424517,Iceland,,Reykjavik,Europe,20200413,20200321
epi_isl_424516,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424515,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424514,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424513,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424512,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424511,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424510,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424509,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424508,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424507,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424506,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424505,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424504,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424503,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424502,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424501,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424500,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424499,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424498,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424497,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424496,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424495,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424494,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424493,Iceland,,Reykjavik,Europe,20200413,20200321
epi_isl_424492,Iceland,,Reykjavik,Europe,20200413,20200321
epi_isl_424491,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424490,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424489,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424488,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424487,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424486,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424485,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424484,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424483,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424482,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424481,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424480,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424479,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424478,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424477,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424476,Iceland,,Reykjavik,Europe,20200413,20200319
epi_isl_424475,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424474,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424473,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424472,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424471,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424470,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424469,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424468,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424467,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424466,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424465,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424464,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424463,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424462,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424461,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424460,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424459,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424458,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424457,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424456,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424455,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424454,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424453,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424452,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424451,Iceland,,Reykjavik,Europe,20200413,20200320
epi_isl_424450,Iceland,,Reykjavik,Europe,20200413,20200320
